scanner,original,processed,noise
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_71.tif,processed/images/official_scans__s10_71.png,processed/noise_maps/official_scans__s10_71_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_72.tif,processed/images/official_scans__s10_72.png,processed/noise_maps/official_scans__s10_72_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_73.tif,processed/images/official_scans__s10_73.png,processed/noise_maps/official_scans__s10_73_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_74.tif,processed/images/official_scans__s10_74.png,processed/noise_maps/official_scans__s10_74_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_75.tif,processed/images/official_scans__s10_75.png,processed/noise_maps/official_scans__s10_75_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_76.tif,processed/images/official_scans__s10_76.png,processed/noise_maps/official_scans__s10_76_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_77.tif,processed/images/official_scans__s10_77.png,processed/noise_maps/official_scans__s10_77_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_78.tif,processed/images/official_scans__s10_78.png,processed/noise_maps/official_scans__s10_78_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_79.tif,processed/images/official_scans__s10_79.png,processed/noise_maps/official_scans__s10_79_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_8.tif,processed/images/official_scans__s10_8.png,processed/noise_maps/official_scans__s10_8_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_80.tif,processed/images/official_scans__s10_80.png,processed/noise_maps/official_scans__s10_80_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_81.tif,processed/images/official_scans__s10_81.png,processed/noise_maps/official_scans__s10_81_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_82.tif,processed/images/official_scans__s10_82.png,processed/noise_maps/official_scans__s10_82_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_83.tif,processed/images/official_scans__s10_83.png,processed/noise_maps/official_scans__s10_83_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_84.tif,processed/images/official_scans__s10_84.png,processed/noise_maps/official_scans__s10_84_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_85.tif,processed/images/official_scans__s10_85.png,processed/noise_maps/official_scans__s10_85_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_86.tif,processed/images/official_scans__s10_86.png,processed/noise_maps/official_scans__s10_86_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_87.tif,processed/images/official_scans__s10_87.png,processed/noise_maps/official_scans__s10_87_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_88.tif,processed/images/official_scans__s10_88.png,processed/noise_maps/official_scans__s10_88_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_89.tif,processed/images/official_scans__s10_89.png,processed/noise_maps/official_scans__s10_89_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_9.tif,processed/images/official_scans__s10_9.png,processed/noise_maps/official_scans__s10_9_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_90.tif,processed/images/official_scans__s10_90.png,processed/noise_maps/official_scans__s10_90_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_91.tif,processed/images/official_scans__s10_91.png,processed/noise_maps/official_scans__s10_91_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_92.tif,processed/images/official_scans__s10_92.png,processed/noise_maps/official_scans__s10_92_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_93.tif,processed/images/official_scans__s10_93.png,processed/noise_maps/official_scans__s10_93_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_94.tif,processed/images/official_scans__s10_94.png,processed/noise_maps/official_scans__s10_94_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_95.tif,processed/images/official_scans__s10_95.png,processed/noise_maps/official_scans__s10_95_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_96.tif,processed/images/official_scans__s10_96.png,processed/noise_maps/official_scans__s10_96_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_97.tif,processed/images/official_scans__s10_97.png,processed/noise_maps/official_scans__s10_97_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_98.tif,processed/images/official_scans__s10_98.png,processed/noise_maps/official_scans__s10_98_noise.png
official_scans,raw\official_scans\Official_01\EpsonV550\300\s10_99.tif,processed/images/official_scans__s10_99.png,processed/noise_maps/official_scans__s10_99_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_37.tif,processed/images/official_scans__s11_37.png,processed/noise_maps/official_scans__s11_37_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_39.tif,processed/images/official_scans__s11_39.png,processed/noise_maps/official_scans__s11_39_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_41.tif,processed/images/official_scans__s11_41.png,processed/noise_maps/official_scans__s11_41_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_42.tif,processed/images/official_scans__s11_42.png,processed/noise_maps/official_scans__s11_42_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_45.tif,processed/images/official_scans__s11_45.png,processed/noise_maps/official_scans__s11_45_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_46.tif,processed/images/official_scans__s11_46.png,processed/noise_maps/official_scans__s11_46_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_47.tif,processed/images/official_scans__s11_47.png,processed/noise_maps/official_scans__s11_47_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_48.tif,processed/images/official_scans__s11_48.png,processed/noise_maps/official_scans__s11_48_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_55.tif,processed/images/official_scans__s11_55.png,processed/noise_maps/official_scans__s11_55_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_59.tif,processed/images/official_scans__s11_59.png,processed/noise_maps/official_scans__s11_59_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_65.tif,processed/images/official_scans__s11_65.png,processed/noise_maps/official_scans__s11_65_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_69.tif,processed/images/official_scans__s11_69.png,processed/noise_maps/official_scans__s11_69_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_70.tif,processed/images/official_scans__s11_70.png,processed/noise_maps/official_scans__s11_70_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_78.tif,processed/images/official_scans__s11_78.png,processed/noise_maps/official_scans__s11_78_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_79.tif,processed/images/official_scans__s11_79.png,processed/noise_maps/official_scans__s11_79_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_82.tif,processed/images/official_scans__s11_82.png,processed/noise_maps/official_scans__s11_82_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_86.tif,processed/images/official_scans__s11_86.png,processed/noise_maps/official_scans__s11_86_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_87.tif,processed/images/official_scans__s11_87.png,processed/noise_maps/official_scans__s11_87_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_98.tif,processed/images/official_scans__s11_98.png,processed/noise_maps/official_scans__s11_98_noise.png
official_scans,raw\official_scans\Official_01\HP\150\s11_99.tif,processed/images/official_scans__s11_99.png,processed/noise_maps/official_scans__s11_99_noise.png
official_scans,raw\official_scans\Official_01\HP\300\s11_10.tif,processed/images/official_scans__s11_10.png,processed/noise_maps/official_scans__s11_10_noise.png
official_scans,raw\official_scans\Official_01\HP\300\s11_100.tif,processed/images/official_scans__s11_100.png,processed/noise_maps/official_scans__s11_100_noise.png
official_scans,raw\official_scans\Official_01\HP\300\s11_22.tif,processed/images/official_scans__s11_22.png,processed/noise_maps/official_scans__s11_22_noise.png
official_scans,raw\official_scans\Official_01\HP\300\s11_29.tif,processed/images/official_scans__s11_29.png,processed/noise_maps/official_scans__s11_29_noise.png
official_scans,raw\official_scans\Official_01\HP\300\s11_32.tif,processed/images/official_scans__s11_32.png,processed/noise_maps/official_scans__s11_32_noise.png
official_scans,raw\official_scans\Official_01\HP\300\s11_46.tif,processed/images/official_scans__s11_46.png,processed/noise_maps/official_scans__s11_46_noise.png
official_scans,raw\official_scans\Official_01\HP\300\s11_96.tif,processed/images/official_scans__s11_96.png,processed/noise_maps/official_scans__s11_96_noise.png
official_scans,raw\official_scans\Official_01\HP\300\s11_99.tif,processed/images/official_scans__s11_99.png,processed/noise_maps/official_scans__s11_99_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_1.tif,processed/images/official_scans__s3_1.png,processed/noise_maps/official_scans__s3_1_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_10.tif,processed/images/official_scans__s3_10.png,processed/noise_maps/official_scans__s3_10_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_11.tif,processed/images/official_scans__s3_11.png,processed/noise_maps/official_scans__s3_11_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_12.tif,processed/images/official_scans__s3_12.png,processed/noise_maps/official_scans__s3_12_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_13.tif,processed/images/official_scans__s3_13.png,processed/noise_maps/official_scans__s3_13_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_14.tif,processed/images/official_scans__s3_14.png,processed/noise_maps/official_scans__s3_14_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_15.tif,processed/images/official_scans__s3_15.png,processed/noise_maps/official_scans__s3_15_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_2.tif,processed/images/official_scans__s3_2.png,processed/noise_maps/official_scans__s3_2_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_20.tif,processed/images/official_scans__s3_20.png,processed/noise_maps/official_scans__s3_20_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_21.tif,processed/images/official_scans__s3_21.png,processed/noise_maps/official_scans__s3_21_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_22.tif,processed/images/official_scans__s3_22.png,processed/noise_maps/official_scans__s3_22_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_3.tif,processed/images/official_scans__s3_3.png,processed/noise_maps/official_scans__s3_3_noise.png
official_scans,raw\official_scans\Official_02\Canon220\150\s3_4.tif,processed/images/official_scans__s3_4.png,processed/noise_maps/official_scans__s3_4_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_100.tif,processed/images/official_scans__s3_100.png,processed/noise_maps/official_scans__s3_100_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_20.tif,processed/images/official_scans__s3_20.png,processed/noise_maps/official_scans__s3_20_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_39.tif,processed/images/official_scans__s3_39.png,processed/noise_maps/official_scans__s3_39_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_40.tif,processed/images/official_scans__s3_40.png,processed/noise_maps/official_scans__s3_40_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_44.tif,processed/images/official_scans__s3_44.png,processed/noise_maps/official_scans__s3_44_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_48.tif,processed/images/official_scans__s3_48.png,processed/noise_maps/official_scans__s3_48_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_51.tif,processed/images/official_scans__s3_51.png,processed/noise_maps/official_scans__s3_51_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_52.tif,processed/images/official_scans__s3_52.png,processed/noise_maps/official_scans__s3_52_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_53.tif,processed/images/official_scans__s3_53.png,processed/noise_maps/official_scans__s3_53_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_54.tif,processed/images/official_scans__s3_54.png,processed/noise_maps/official_scans__s3_54_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_55.tif,processed/images/official_scans__s3_55.png,processed/noise_maps/official_scans__s3_55_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_56.tif,processed/images/official_scans__s3_56.png,processed/noise_maps/official_scans__s3_56_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_57.tif,processed/images/official_scans__s3_57.png,processed/noise_maps/official_scans__s3_57_noise.png
official_scans,raw\official_scans\Official_02\Canon220\300\s3_58.tif,processed/images/official_scans__s3_58.png,processed/noise_maps/official_scans__s3_58_noise.png
